Area_Name,Civilian_labor_force_2000,Civilian_labor_force_2001,Civilian_labor_force_2002,Civilian_labor_force_2003,Civilian_labor_force_2004,Civilian_labor_force_2005,Civilian_labor_force_2006,Civilian_labor_force_2007,Civilian_labor_force_2008,Civilian_labor_force_2009,Civilian_labor_force_2010,Civilian_labor_force_2011,Civilian_labor_force_2012,Civilian_labor_force_2013,Civilian_labor_force_2014,Civilian_labor_force_2015,Civilian_labor_force_2016,Civilian_labor_force_2017,Civilian_labor_force_2018,Civilian_labor_force_2019,Civilian_labor_force_2020,Civilian_labor_force_2021,Civilian_labor_force_2022,Civilian_labor_force_2023,Employed_2000,Employed_2001,Employed_2002,Employed_2003,Employed_2004,Employed_2005,Employed_2006,Employed_2007,Employed_2008,Employed_2009,Employed_2010,Employed_2011,Employed_2012,Employed_2013,Employed_2014,Employed_2015,Employed_2016,Employed_2017,Employed_2018,Employed_2019,Employed_2020,Employed_2021,Employed_2022,Employed_2023,Med_HH_Income_Percent_of_State_Total_2022,Median_Household_Income_2022,Metro_2023,Rural_Urban_Continuum_Code_2023,Unemployed_2000,Unemployed_2001,Unemployed_2002,Unemployed_2003,Unemployed_2004,Unemployed_2005,Unemployed_2006,Unemployed_2007,Unemployed_2008,Unemployed_2009,Unemployed_2010,Unemployed_2011,Unemployed_2012,Unemployed_2013,Unemployed_2014,Unemployed_2015,Unemployed_2016,Unemployed_2017,Unemployed_2018,Unemployed_2019,Unemployed_2020,Unemployed_2021,Unemployed_2022,Unemployed_2023,Unemployment_rate_2000,Unemployment_rate_2001,Unemployment_rate_2002,Unemployment_rate_2003,Unemployment_rate_2004,Unemployment_rate_2005,Unemployment_rate_2006,Unemployment_rate_2007,Unemployment_rate_2008,Unemployment_rate_2009,Unemployment_rate_2010,Unemployment_rate_2011,Unemployment_rate_2012,Unemployment_rate_2013,Unemployment_rate_2014,Unemployment_rate_2015,Unemployment_rate_2016,Unemployment_rate_2017,Unemployment_rate_2018,Unemployment_rate_2019,Unemployment_rate_2020,Unemployment_rate_2021,Unemployment_rate_2022,Unemployment_rate_2023,Urban_Influence_Code_2013
"Adams County, ID",1923.0,1955.0,1879.0,1869.0,1858.0,1903.0,2150.0,2001.0,1921.0,2143.0,1856.0,1737.0,1752.0,1738.0,1663.0,1712.0,1740.0,1760.0,1728.0,1731.0,1890.0,1905.0,1882.0,1868.0,1731.0,1735.0,1650.0,1639.0,1638.0,1752.0,2006.0,1886.0,1722.0,1792.0,1521.0,1433.0,1485.0,1478.0,1510.0,1591.0,1624.0,1659.0,1634.0,1615.0,1713.0,1785.0,1778.0,1755.0,77.6,56374.0,0.0,9.0,192.0,220.0,229.0,230.0,220.0,151.0,144.0,115.0,199.0,351.0,335.0,304.0,267.0,260.0,153.0,121.0,116.0,101.0,94.0,116.0,177.0,120.0,104.0,113.0,10.0,11.3,12.2,12.3,11.8,7.9,6.7,5.7,10.4,16.4,18.0,17.5,15.2,15.0,9.2,7.1,6.7,5.7,5.4,6.7,9.4,6.3,5.5,6.0,12.0
"Adams County, IL",36030.0,35753.0,35806.0,35400.0,35765.0,37948.0,39309.0,39455.0,38682.0,38148.0,34827.0,34376.0,33731.0,32927.0,32629.0,32579.0,32621.0,32432.0,33047.0,32358.0,31166.0,30993.0,30667.0,30918.0,34749.0,34208.0,34203.0,33517.0,34174.0,36546.0,37973.0,37904.0,36794.0,35339.0,32120.0,32000.0,31518.0,30704.0,30873.0,30956.0,31068.0,31172.0,31780.0,31296.0,29178.0,29740.0,29599.0,29796.0,80.5,61747.0,0.0,5.0,1281.0,1545.0,1603.0,1883.0,1591.0,1402.0,1336.0,1551.0,1888.0,2809.0,2707.0,2376.0,2213.0,2223.0,1756.0,1623.0,1553.0,1260.0,1267.0,1062.0,1988.0,1253.0,1068.0,1122.0,3.6,4.3,4.5,5.3,4.4,3.7,3.4,3.9,4.9,7.4,7.8,6.9,6.6,6.8,5.4,5.0,4.8,3.9,3.8,3.3,6.4,4.0,3.5,3.6,8.0
"Adams County, IN",16555.0,15678.0,15838.0,16075.0,16443.0,16539.0,16229.0,15933.0,15581.0,15237.0,16403.0,16192.0,15901.0,15919.0,16424.0,16898.0,17057.0,17260.0,17550.0,17426.0,16801.0,16765.0,17014.0,16809.0,16102.0,14902.0,15106.0,15388.0,15760.0,15752.0,15530.0,15245.0,14389.0,12979.0,14792.0,14955.0,14797.0,14969.0,15673.0,16257.0,16454.0,16812.0,17094.0,16955.0,15847.0,16358.0,16632.0,16352.0,90.8,60620.0,0.0,6.0,453.0,776.0,732.0,687.0,683.0,787.0,699.0,688.0,1192.0,2258.0,1611.0,1237.0,1104.0,950.0,751.0,641.0,603.0,448.0,456.0,471.0,954.0,407.0,382.0,457.0,2.7,4.9,4.6,4.3,4.2,4.8,4.3,4.3,7.7,14.8,9.8,7.6,6.9,6.0,4.6,3.8,3.5,2.6,2.6,2.7,5.7,2.4,2.2,2.7,5.0
"Adams County, MS",14470.0,14056.0,13934.0,13650.0,13363.0,13409.0,13132.0,13288.0,13350.0,12800.0,12630.0,12948.0,12496.0,11841.0,11568.0,11380.0,11207.0,11207.0,11216.0,11164.0,10438.0,10550.0,10452.0,10267.0,13571.0,13126.0,12940.0,12525.0,12358.0,12172.0,12261.0,12431.0,12468.0,11646.0,11220.0,11579.0,11281.0,10742.0,10592.0,10461.0,10261.0,10368.0,10490.0,10362.0,9310.0,9715.0,9923.0,9814.0,74.9,39547.0,0.0,7.0,899.0,930.0,994.0,1125.0,1005.0,1237.0,871.0,857.0,882.0,1154.0,1410.0,1369.0,1215.0,1099.0,976.0,919.0,946.0,839.0,726.0,802.0,1128.0,835.0,529.0,453.0,6.2,6.6,7.1,8.2,7.5,9.2,6.6,6.4,6.6,9.0,11.2,10.6,9.7,9.3,8.4,8.1,8.4,7.5,6.5,7.2,10.8,7.9,5.1,4.4,8.0
"Adams County, ND",1317.0,1192.0,1236.0,1264.0,1288.0,1315.0,1311.0,1295.0,1262.0,1277.0,1204.0,1160.0,1105.0,1097.0,1100.0,1100.0,1131.0,1130.0,1081.0,1058.0,1005.0,973.0,950.0,952.0,1281.0,1161.0,1197.0,1228.0,1255.0,1273.0,1274.0,1264.0,1233.0,1238.0,1170.0,1129.0,1075.0,1070.0,1071.0,1068.0,1102.0,1102.0,1061.0,1038.0,969.0,945.0,931.0,935.0,78.6,57593.0,0.0,9.0,36.0,31.0,39.0,36.0,33.0,42.0,37.0,31.0,29.0,39.0,34.0,31.0,30.0,27.0,29.0,32.0,29.0,28.0,20.0,20.0,36.0,28.0,19.0,17.0,2.7,2.6,3.2,2.8,2.6,3.2,2.8,2.4,2.3,3.1,2.8,2.7,2.7,2.5,2.6,2.9,2.6,2.5,1.9,1.9,3.6,2.9,2.0,1.8,12.0
"Adams County, NE",17137.0,17004.0,16939.0,16841.0,17061.0,17024.0,16789.0,17379.0,17669.0,17529.0,16472.0,16493.0,16851.0,16906.0,16728.0,16677.0,16749.0,16775.0,16774.0,16999.0,17038.0,16879.0,17196.0,17177.0,16699.0,16482.0,16329.0,16151.0,16409.0,16449.0,16310.0,16917.0,17140.0,16639.0,15677.0,15781.0,16225.0,16305.0,16167.0,16157.0,16226.0,16249.0,16275.0,16448.0,16351.0,16459.0,16843.0,16819.0,92.0,64212.0,0.0,4.0,438.0,522.0,610.0,690.0,652.0,575.0,479.0,462.0,529.0,890.0,795.0,712.0,626.0,601.0,561.0,520.0,523.0,526.0,499.0,551.0,687.0,420.0,353.0,358.0,2.6,3.1,3.6,4.1,3.8,3.4,2.9,2.7,3.0,5.1,4.8,4.3,3.7,3.6,3.4,3.1,3.1,3.1,3.0,3.2,4.0,2.5,2.1,2.1,5.0
"Adams County, OH",12554.0,12501.0,12538.0,12558.0,12799.0,13092.0,13307.0,13648.0,13310.0,13005.0,11899.0,11489.0,10773.0,10684.0,10542.0,10722.0,10987.0,10960.0,10957.0,10894.0,10861.0,10897.0,10964.0,11111.0,11594.0,11551.0,11296.0,11302.0,11550.0,11976.0,12299.0,12596.0,12055.0,11101.0,9998.0,9845.0,9421.0,9329.0,9574.0,9870.0,10156.0,10175.0,10186.0,10147.0,9853.0,10202.0,10376.0,10550.0,74.6,49068.0,0.0,8.0,960.0,950.0,1242.0,1256.0,1249.0,1116.0,1008.0,1052.0,1255.0,1904.0,1901.0,1644.0,1352.0,1355.0,968.0,852.0,831.0,785.0,771.0,747.0,1008.0,695.0,588.0,561.0,7.6,7.6,9.9,10.0,9.8,8.5,7.6,7.7,9.4,14.6,16.0,14.3,12.5,12.7,9.2,7.9,7.6,7.2,7.0,6.9,9.3,6.4,5.4,5.0,4.0
"Adams County, PA",49584.0,51106.0,52215.0,51371.0,52735.0,54536.0,55279.0,55901.0,56295.0,54983.0,54433.0,53983.0,54651.0,55215.0,55056.0,54981.0,55472.0,55878.0,55829.0,56121.0,54836.0,54654.0,54709.0,55049.0,47990.0,49133.0,50057.0,49216.0,50649.0,52546.0,53356.0,53971.0,53856.0,50934.0,50354.0,50454.0,51235.0,52086.0,52499.0,52628.0,53294.0,53794.0,53942.0,54295.0,51147.0,52389.0,53012.0,53619.0,106.6,76554.0,1.0,3.0,1594.0,1973.0,2158.0,2155.0,2086.0,1990.0,1923.0,1930.0,2439.0,4049.0,4079.0,3529.0,3416.0,3129.0,2557.0,2353.0,2178.0,2084.0,1887.0,1826.0,3689.0,2265.0,1697.0,1430.0,3.2,3.9,4.1,4.2,4.0,3.6,3.5,3.5,4.3,7.4,7.5,6.5,6.3,5.7,4.6,4.3,3.9,3.7,3.4,3.3,6.7,4.1,3.1,2.6,2.0
"Adams County, WA",8174.0,8242.0,8231.0,8209.0,8141.0,8158.0,8069.0,8010.0,8110.0,8142.0,8265.0,8173.0,8195.0,8366.0,8537.0,8617.0,8717.0,8932.0,9426.0,10031.0,9308.0,9742.0,9816.0,9621.0,7513.0,7525.0,7495.0,7489.0,7477.0,7570.0,7521.0,7494.0,7589.0,7461.0,7480.0,7431.0,7512.0,7680.0,7944.0,8038.0,8166.0,8428.0,8914.0,9464.0,8640.0,9213.0,9335.0,9178.0,68.4,62410.0,0.0,6.0,661.0,717.0,736.0,720.0,664.0,588.0,548.0,516.0,521.0,681.0,785.0,742.0,683.0,686.0,593.0,579.0,551.0,504.0,512.0,567.0,668.0,529.0,481.0,443.0,8.1,8.7,8.9,8.8,8.2,7.2,6.8,6.4,6.4,8.4,9.5,9.1,8.3,8.2,6.9,6.7,6.3,5.6,5.4,5.7,7.2,5.4,4.9,4.6,5.0
"Adams County, WI",8892.0,9093.0,9173.0,9260.0,9481.0,9705.0,9924.0,10100.0,10077.0,10038.0,9135.0,9029.0,8967.0,8721.0,8383.0,8302.0,8255.0,8258.0,8191.0,8182.0,8130.0,7934.0,7736.0,8065.0,8502.0,8632.0,8642.0,8718.0,8833.0,9030.0,9274.0,9446.0,9366.0,8934.0,8022.0,7990.0,8002.0,7779.0,7652.0,7713.0,7770.0,7842.0,7807.0,7781.0,7334.0,7436.0,7362.0,7654.0,77.0,54682.0,0.0,8.0,390.0,461.0,531.0,542.0,648.0,675.0,650.0,654.0,711.0,1104.0,1113.0,1039.0,965.0,942.0,731.0,589.0,485.0,416.0,384.0,401.0,796.0,498.0,374.0,411.0,4.4,5.1,5.8,5.9,6.8,7.0,6.5,6.5,7.1,11.0,12.2,11.5,10.8,10.8,8.7,7.1,5.9,5.0,4.7,4.9,9.8,6.3,4.8,5.1,6.0
"Addison County, VT",19728.0,20490.0,20767.0,21057.0,20976.0,21483.0,21798.0,21528.0,21611.0,21880.0,21257.0,21072.0,20815.0,20770.0,20914.0,20801.0,20925.0,21348.0,21325.0,21200.0,20445.0,20445.0,20956.0,21467.0,19207.0,19865.0,20054.0,20223.0,20245.0,20785.0,21075.0,20715.0,20684.0,20624.0,19973.0,20017.0,19903.0,19911.0,20128.0,20088.0,20323.0,20746.0,20819.0,20768.0,19508.0,19853.0,20507.0,21099.0,106.7,79526.0,0.0,6.0,521.0,625.0,713.0,834.0,731.0,698.0,723.0,813.0,927.0,1256.0,1284.0,1055.0,912.0,859.0,786.0,713.0,602.0,602.0,506.0,432.0,937.0,592.0,449.0,368.0,2.6,3.1,3.4,4.0,3.5,3.2,3.3,3.8,4.3,5.7,6.0,5.0,4.4,4.1,3.8,3.4,2.9,2.8,2.4,2.0,4.6,2.9,2.1,1.7,6.0
"Adjuntas Municipio, PR",5197.0,5075.0,5226.0,5191.0,5261.0,5931.0,5651.0,5206.0,5175.0,5084.0,5185.0,5084.0,4976.0,4814.0,4491.0,4385.0,4470.0,4368.0,4036.0,4182.0,,4456.0,4420.0,4574.0,4548.0,4388.0,4496.0,4462.0,4618.0,5109.0,4880.0,4474.0,4453.0,4115.0,4169.0,4009.0,3898.0,3702.0,3505.0,3608.0,3717.0,3710.0,3484.0,3545.0,,3950.0,4060.0,4165.0,,,0.0,6.0,649.0,687.0,730.0,729.0,643.0,822.0,771.0,732.0,722.0,969.0,1016.0,1075.0,1078.0,1112.0,986.0,777.0,753.0,658.0,552.0,637.0,,506.0,360.0,409.0,12.5,13.5,14.0,14.0,12.2,13.9,13.6,14.1,14.0,19.1,19.6,21.1,21.7,23.1,22.0,17.7,16.8,15.1,13.7,15.2,,11.4,8.1,8.9,5.0
"Aguada Municipio, PR",14028.0,14102.0,14574.0,14664.0,15212.0,16068.0,16423.0,16278.0,15932.0,15358.0,13495.0,13118.0,12716.0,12355.0,11990.0,11826.0,11907.0,11868.0,11848.0,11947.0,,12952.0,13418.0,13580.0,12188.0,11934.0,12388.0,12604.0,13280.0,13871.0,14431.0,14205.0,13859.0,12854.0,10869.0,10516.0,10387.0,10071.0,9927.0,10172.0,10245.0,10334.0,10534.0,10744.0,,11812.0,12458.0,12639.0,,,1.0,2.0,1840.0,2168.0,2186.0,2060.0,1932.0,2197.0,1992.0,2073.0,2073.0,2504.0,2626.0,2602.0,2329.0,2284.0,2063.0,1654.0,1662.0,1534.0,1314.0,1203.0,,1140.0,960.0,941.0,13.1,15.4,15.0,14.0,12.7,13.7,12.1,12.7,13.0,16.3,19.5,19.8,18.3,18.5,17.2,14.0,14.0,12.9,11.1,10.1,,8.8,7.2,6.9,2.0
"Aguadilla Municipio, PR",20277.0,20096.0,20841.0,20953.0,21451.0,22468.0,22975.0,22557.0,21786.0,20962.0,17419.0,16679.0,16155.0,15382.0,14933.0,14768.0,14906.0,14891.0,14663.0,14494.0,,15636.0,16255.0,16515.0,17598.0,17138.0,17647.0,17864.0,18723.0,19428.0,20101.0,19657.0,19098.0,17601.0,13863.0,13369.0,13142.0,12693.0,12472.0,12694.0,12689.0,12732.0,12846.0,13004.0,,14207.0,14994.0,15224.0,,,1.0,2.0,2679.0,2958.0,3194.0,3089.0,2728.0,3040.0,2874.0,2900.0,2688.0,3361.0,3556.0,3310.0,3013.0,2689.0,2461.0,2074.0,2217.0,2159.0,1817.0,1490.0,,1429.0,1261.0,1291.0,13.2,14.7,15.3,14.7,12.7,13.5,12.5,12.9,12.3,16.0,20.4,19.8,18.7,17.5,16.5,14.0,14.9,14.5,12.4,10.3,,9.1,7.8,7.8,2.0
"Aguas Buenas Municipio, PR",8768.0,8735.0,9164.0,9390.0,9391.0,9515.0,9925.0,9766.0,9495.0,9298.0,7969.0,7569.0,7363.0,7117.0,6921.0,6828.0,6787.0,6616.0,6485.0,6518.0,,6995.0,7101.0,7136.0,7891.0,7699.0,7949.0,8174.0,8297.0,8370.0,8787.0,8556.0,8233.0,7691.0,6202.0,5990.0,5995.0,5921.0,5778.0,5830.0,5814.0,5789.0,5832.0,5918.0,,6346.0,6641.0,6690.0,,,1.0,1.0,877.0,1036.0,1215.0,1216.0,1094.0,1145.0,1138.0,1210.0,1262.0,1607.0,1767.0,1579.0,1368.0,1196.0,1143.0,998.0,973.0,827.0,653.0,600.0,,649.0,460.0,446.0,10.0,11.9,13.3,12.9,11.6,12.0,11.5,12.4,13.3,17.3,22.2,20.9,18.6,16.8,16.5,14.6,14.3,12.5,10.1,9.2,,9.3,6.5,6.3,1.0
